name,titles,bio,profile_url
Sanjeev Kumar,Lecturer of Technology and Operations,"Biography Dr. Sanjeev Kumar is part of the Technology & Operations faculty at the Ross School of Business, University of Michigan and teaches courses in Artificial Intelligence, Machine Learning and Advanced Analytics. Dr. Kumar holds a PhD from Ross School of Business, University of Michigan, as well as an MBA from Indian Institute of Management - Ahmedabad and BTech in Mechanical Engineering from Indian Institute of Technology - Kharagpur. Sanjeev's research and teaching interests include Artificial Intelligence, Machine Learning and Big Data Analytics. Sanjeev joined the Technology & Operations faculty at Ross in 2015. Since then Sanjeev has developed and taught courses at the leading edge of the confluence of technology and business. These courses include the only course at Ross focused on Artificial Intelligence in Business and a popular elective course on application of Machine Learning in business decision making. Sanjeev is the recipient of numerous teaching awards. Prior to joining Michigan Ross, Sanjeev was on the faculty of the Lubar School of Business at University of Wisconsin - Milwaukee. Before his academic career, Sanjeev worked with Tata Technologies, Tata Motors, Arthur Andersen Business Consulting and KPMG Consulting.",https://michiganross.umich.edu/faculty-research/faculty/sanjeev-kumar
Soojin Kwon,Lecturer of Business Communications,,https://michiganross.umich.edu/faculty-research/faculty/soojin-kwon
Curtis LaButte,LEO Intermittent Lecturer,,https://michiganross.umich.edu/faculty-research/faculty/curtis-labutte
Francine Lafontaine,"William Davidson Professor of Business Economics and Public Policy | Professor of Economics, LSA","Biography Francine Lafontaine's research focuses on questions of Industrial Organization and Organizational Economics, with a special focus on the study of vertical relationships, including franchising and other forms of inter-firm contracting, and related antitrust issues. Her research is mostly concerned with the application of advances in contract theory to the analysis of organizational issues in the vertical chain, especially into distribution. She also studies the effect of contracting practices on firm performance, as well as issues surrounding business creation and survival in retail and small-scale service industries more generally.",https://michiganross.umich.edu/faculty-research/faculty/francine-lafontaine
Cristi Landy,Lecturer of Business Communications,,https://michiganross.umich.edu/faculty-research/faculty/cristi-landy
Gregg Latterman,Executive Director of the Zell Lurie Institute | Clinical Assistant Professor of Entrepreneurial Studies,,https://michiganross.umich.edu/faculty-research/faculty/gregg-latterman
Kevin Lee,Assistant Professor of Marketing,,https://michiganross.umich.edu/faculty-research/faculty/kevin-lee
Julia Lee Cunningham,Associate Professor of Management and Organizations,"Biography Julia Lee Cunningham is an Associate Professor of Management and Organizations at the Stephen M. Ross School of Business, University of Michigan, where she was awarded tenure in 2021. Julia studies worthiness at work — how narratives about worth and capacity shape who is heard and valued, who steps up to lead, and who extends concern to others. Her work has appeared in Academy of Management Journal, Organization Science, Organizational Behavior and Human Decision Processes, Journal of Applied Psychology, Proceedings of the National Academy of Sciences, Journal of Personality and Social Psychology, and Psychological Science , and has been featured in The New York Times, The Wall Street Journal, National Geographic, and Harvard Business Review. Julia's teaching centers on negotiation, leadership, and organizational behavior across MBA, BBA, and executive education programs. She teaches Bargaining and Influence Skills , an MBA elective, and has developed undergraduate courses on global competency and organizational behavior. In 2020, she was recognized by Poets & Quants , which named her one of the World’s Top 50 Undergraduate Business Professors . Julia serves as Associate Editor at Organizational Behavior and Human Decision Processes and Deputy Editor at Behavioral Science & Policy . She is a Governing Board Member of the Behavioral Science & Policy Association , and has held research affiliations at Harvard’s Edmond J. Safra Center for Ethics and the Women and Public Policy Program . In 2018, she was selected as an Explorer and Fellow of the National Geographic Society . She also serves on the Advisory Council of Mass Audubon . Julia received her BA in Political Science and International Relations from Korea University and her PhD, MPP, and AM degrees from Harvard University.",https://michiganross.umich.edu/faculty-research/faculty/julia-lee-cunningham
Reuven Lehavy,Victor L. Bernard - Price Waterhouse Coopers LLP Collegiate Professor of Accounting,"Biography Professor Lehavy's research interests include the usefulness of financial analysts' price targets, stock recommendations and earnings forecasts; firms' use of accounting report discretion (earnings management); and the interaction between analysts' earnings forecasts targets and firms' reporting choices.",https://michiganross.umich.edu/faculty-research/faculty/reuven-lehavy
Qin Lei,Adjunct Assistant Professor of Finance,,https://michiganross.umich.edu/faculty-research/faculty/qin-lei
Stephen Leider,Dale L. Dykema Professor of Business Administration | Professor of Technology and Operations,"Biography Stephen Leider is the Dale L Dykema Professor of Business Administration and Professor of Technology and Operations. In his research he uses experimental, theoretical and empirical methods to answer questions in behavioral economics and behavioral operations management. He is particularly interested in contracts and bargaining in supply chains, dynamic decision making in operational settings, and the use of technology to support productivity. He has also studied behavior in social networks, the role of promises and social norms, innovation and entrepreneurship, as well as individual decision-making about risk and uncertainty. Prior to joining Michigan, Leider received a BA in Economics from Case Western Reserve University and an MA and PhD in Business Economics from Harvard University.",https://michiganross.umich.edu/faculty-research/faculty/stephen-leider
Chantel Lenard,Lecturer of Marketing,"Biography Chantel Lenard is an internationally experienced marketing executive who joined the faculty of University of Michigan's Ross School of Business in 2017. Prior to joining Ross, Ms. Lenard was the Chief Marketing Officer for Ford Motor Company's U.S. operations, with overall responsibility for all aspects of Ford's U.S. marketing strategy and execution, including brand development, consumer and market insight, product positioning, pricing, marketing communications, and retail promotions. Ms. Lenard held a number of key marketing positions during her 25 years with Ford, including serving as Vice President of Marketing for Ford's Asia Pacific and Africa (APA) region, based in Shanghai, China. While in APA, Ms. Lenard oversaw the launch of many new vehicles across eleven diverse markets, including South Africa, India, China, ASEAN, and Australia. In addition to marketing, Lenard also held leadership positions with Ford in sales, strategy, finance and purchasing, and spent a great deal of time working with the product development organization. Her cross-functional experiences made her particularly effective at understanding the enterprise-wide implications of decisions and opportunities, and at building consensus across functions. Ms. Lenard is also an experienced public company board director.  She presently serves on the boards of TTM Technologies (NASDAQ: TTMI) and LSI Industries (NASDAQ: LYTS), and previously served on the boards of Charge Enterprises (NASDAQ: CRGE) and Uni-Select, Inc. (TSX: UNS).  Ms. Lenard also presently serves as a Value Accelerator Advisor with Goldman Sachs Asset Management group, working with a number of portfolio companies to create and build enduring value. During her automotive career, Ms. Lenard received a number of awards, including being selected as one of the ""100 Leading Women in the Automotive Industry"" by Automotive News , and receiving the ""Outstanding Industrial Engineering Alumni"" award from Purdue University. She also received an Effie Gold Award for the innovative ""Fiesta Movement"" marketing initiative, and was recognized as a ""Rising Star"" by Automotive News and a ""Woman to Watch"" by Ad Age and Brand Innovators . Since joining Ross, Ms. Lenard has taught Marketing Strategy in the Executive, Weekend, and Full-Time MBA programs, and Marketing Management in the BBA program.  She also serves as a faculty advisor for ExecMAP and FTMBA MAP.  In 2021 and 2023 she was selected by the graduating WMBA and EMBA classes, respectively, to receive the Neary Teaching Excellence Award. Lenard graduated from Purdue University with a Bachelor's degree in Industrial Engineering, and a Master of Business Administration degree from Harvard University, both with highest distinction.  Ms. Lenard enjoys reading, fitness activities, and spending time with her husband and two daughters. She is passionate about developing future leaders, and is energized by using her experience to help students learn and grow.",https://michiganross.umich.edu/faculty-research/faculty/chantel-lenard
Greg Lewis,Lecturer of Business Administration,"Biography Greg Lewis is a Lecturer in Business Administration at the Ross School of Business.  He currently teaches Strategy 609: Healthcare Strategy, and serves as a faculty advisor for MBA MAP, BA 600: Consulting Studio for MM students, and BA 453: Capstone Map for BBA seniors. He also teaches HMP 678 - Strategic Management in Healthcare in the School of Public Health. His research interests focus on healthcare affordability, access, and quality as well as the development of values-driven inspirational leaders, especially women. Greg retired in October, 2016 as a partner from McKinsey & Company.  During his 15 years at McKinsey, Greg focused his client work broadly on healthcare.  Specifically, he served health insurers, hospital systems, large employers, benefit consultants, and the federal government in the areas of population health management, Obamacare implementation, payment model design and implementation, revenue cycle management and payment integrity, clinical quality improvement and optimization.  Functionally, he worked on business unit growth, organizational redesign, business model redesign, mergers and acquisitions, pre- and post-merger integration implementation, and strategic planning. Outside of client service, Greg’s passion at McKinsey was leadership development.  For four years he served as co-Dean of Inspire , McKinsey’s week-long training program to help consultants become a more inspired and inspiring leader.  In 2012, he helped design and then manage Firm Master Faculty, a selective, appointed position for ~50 partners who dedicate a significant amount of their time to teaching and mentoring other colleagues.  During his last two years at the Firm, Greg also served as Global Dean of Faculty and head of Faculty Excellence.  In this role he was responsible for recruiting, hiring, performance management, and program delivery excellence with oversight of ~300 partner faculty, alumni faculty, and external coaches and all of McKinsey’s leadership development training.  He continues to serve as alumni faculty on  development programs for the Firm, with a particular focus on diversity and the success of women. Greg currently serves on two non-profit Boards focused on education:  the Joyce Ivy Foundation, which focuses on opportunities for high-school women from the Midwest, and School Year Abroad, which sends high school students to France, Spain, and Italy for a year of study.  He was previously on the boards of Citizens United for Research in Epilepsy (CURE), and remains passionate about finding cures for the epilepsies and Temple Beth Emeth in Ann Arbor. Greg lives in Ann Arbor Hills with his wife, Toby, and two children, Casey and Ian.  When not at Ross, you can often find him on the local roads pursuing his passion for cycling.",https://michiganross.umich.edu/faculty-research/faculty/greg-lewis
Jun Li,Professor of Technology and Operations,"Biography I conduct research in empirical operations management and business analytics spanning areas across revenue management and pricing, healthcare management, supply chain risks and corporate social responsibility, and public sector operations.  My current research centers around improving the wellbeing of children and young adults through better education and care. I have worked closely with airlines, hotels, retailers, and marketplace platforms to analyze user data and implement new pricing or inventory strategies. I have also worked with tech and auto manufacturers to analyze supply chain data and implement risk management strategies. I won the INFORMS Revenue Management and Pricing Practice Award for implementing competition-based dynamic pricing in online retailing.  I am also awarded the INFORMS Revenue Management and Pricing Section Award in recognition of my contribution to the science of pricing and revenue management. My research on crowdfunding K12 school teachers is shortlisted for the 2022 Financial Times research impact award, and is the winnter of 2022 POM Applied Research Challenge. In methodology, I specialize in causal inferences and structural estimation, and integrating economic modeling with statistical inferences. More recently, I have also worked on studies integrating causal inference methods with machine learning methods (IV LASSO, IV trees, and graphic-LASSO choice models).  My research has won several best paper awards including the Management Science Best Publication award and the Responsible Operations Management Best Publication award, and enjoyed coverage by The Economist, New York Times, CNN, Forbes, NPR, etc. I serve as Associate Editors at flagship business and management journals including Management Science, Manufacturing and Service Operations Management, Operations Research and Production and Operations Management. I hold a Ph.D. in Managerial Economics and Management Science from the Wharton School, University of Pennsylvania, and a Bachelor in Operations Research and Industrial Engineering from Tsinghua University, China.",https://michiganross.umich.edu/faculty-research/faculty/jun-li
Ted London,"Ford Motor Company Clinical Professor of Business Administration | Senior Research Fellow, William Davidson Institute","Biography Ted London is the Ford Motor Company Clinical Professor at the University of Michigan’s Ross School of Business. He also served as the Area Chair for Business Administration for five years. An internationally recognized expert on the intersection of business strategy and poverty alleviation, London’s research focuses on business strategies for achieving sustainable, scalable growth and impact in base of the pyramid (low-income) markets. He has published numerous articles, reports, and teaching cases, served on several advisory boards, and shared his research in venues across the globe. He has also advised dozens of leadership teams in the corporate, non-profit, and development sectors. His multi-award winning book, The Base of the Pyramid Promise: Building Businesses with Impact and Scale , translates over 25 years of research and experience into actionable strategies, frameworks, and tools for managers seeking inclusive growth. Dr. London was honored to be recognized as an Aspen Institute Faculty Pioneer . He has also received the Page Prize for his course development, the Victor Bernard Teaching Award for his contributions to teaching at the Ross School of Business and the J. Frank Yates Diversity and Inclusion Teaching Excellence Award for his commitment to addressing the poverty, inequity and exclusion faced by the global poor. Before coming to Michigan, London was on the faculty at the University of North Carolina, where he also received his PhD in strategic management. Prior to that, he held senior management positions in three continents.",https://michiganross.umich.edu/faculty-research/faculty/ted-london
Emma Lozon,Lecturer of Business Communications,,https://michiganross.umich.edu/faculty-research/faculty/emma-lozon
Tom Lyon,"Dow Professor of Sustainable Science, Technology and Commerce | Professor of Business Economics and Public Policy","Biography Thomas P. Lyon holds the Dow Chair of Sustainable Science, Technology and Commerce, with appointments in both the Ross School of Business and the School of Environment and Sustainability (SEAS).  Professor Lyon is a leader in using economic analysis to understand corporate environmental strategy and how it is shaped by emerging government regulations, non-governmental organizations, and consumer demands.  His book Corporate Environmentalism and Public Policy, published by Cambridge University Press, is the first rigorous economic analysis of this increasingly important topic . Professor Lyon earned his bachelor’s degree at Princeton University and his doctorate at Stanford University.  His current research focuses on corporate environmental information disclosure, greenwash, the causes and consequences of renewable energy policy, and voluntary programs for environmental improvement. Professor Lyon has been a visiting professor at Stanford University, the University of Paris, the University of California at Santa Barbara, the University of Chicago and at the University of Bonn, and a Fulbright Scholar at the Scuola Sant’Anna in Pisa, Italy.  He spent the academic year 2002/2003 as a Gilbert White Fellow at Resources for the Future in Washington, DC, and 2003/2004 as a visiting economist in the Antitrust Division of the U.S. Department of Justice.  Professor Lyon serves on the editorial boards of the Journal of Economics and Management Strategy and the Journal of Regulatory Economics. His teaching experience includes energy economics and policy, environmental governance, non-market strategy, regulation, managerial economics, business and government, game theory, business strategy, and the management of innovation. Please view the video on Professor Lyon's award winning paper, ""CSR Needs CPR: Corporate Sustainability and Politics."" Greenwash Action Lab",https://michiganross.umich.edu/faculty-research/faculty/tom-lyon
Victor Lyonnet,Assistant Professor of Finance | Michael R. and Mary Kay Hallman Fellow,"Biography Victor Lyonnet is an Assistant Professor of Finance and Michael R. and Mary Kay Hallman Fellow at the University of Michigan Ross School of Business. He holds a PhD in Economics from École Polytechnique (France). His research focuses on entrepreneurship, venture capital, private equity, financial intermediation, corporate finance, and insurance.",https://michiganross.umich.edu/faculty-research/faculty/victor-lyonnet
Puneet Manchanda,Isadore and Leon Winkelman Professor of Marketing,"Biography Professor Manchanda is the Isadore and Leon Winkelman Professor and Professor of Marketing at the RossSchool of Business. He was the Chair of the Marketing Area at Ross from 2010 to 2016. Before coming to Ross, he was on the faculty at the University of Chicago’s Booth School of Business. He holds a PhD and MPhil inBusiness from Columbia University, NY, an MBA from IIM-A in India and BSEE from BITS, Pilani in India. Before getting his PhD, he worked in Marketing and Sales with Unilever. He has been a Visiting Fellow at Cambridge University, UK, and taught at London Business School and Columbia University. His main research interest is in building empirical models to solve strategic business, marketing and policy problems such as building customer engagement, pricing, targeting, resource allocation, launch planning, advertising and information disclosure. His most recent work has focused on marketing and strategy problems in the technology, platforms, e-commerce, streaming media, influencer marketing, gaming and pharmaceutical industries. Methodologically, his work uses artificial intelligence, machine learning, statistics and econometrics. He has published over 40 papers in top academic journals in marketing, econometrics, information systems and consumer behavior. His work has been cited over 8000 times. He has also been awarded the Ross Senior Faculty Research Award (2021), the Ross School of Business Researcher of the Year Award (2011) and the Ross Contribution to the Research Environment (CORE) Award (2013). He is a thought leader, currently holding the Editor-in-Chief position at Marketing Science , and a frequent speaker at various academic and industry events. Professor Manchanda teaches (or has taught) the capstone Marketing and Strategy elective in the Executive MBA, Day and Part Time MBA programs, the Digital Marketing Strategy elective in the MBA program and the Marketing Core in the Executive MBA, Part Time MBA and the Global MBA programs. He has been nominated for the teaching excellence award multiple times across multiple programs, winning it in 2019 (Executive MBA), 2023 and 2012 (Global MBA) and 2011 (Part Time MBA). He has also been included in the Poets and Quants list of “Favorite MBA Professors” of the class of 2022 and 2021. Professor Manchanda is active on company boards and consults in industries such hi-technology, pharmaceuticals and consumer goods. He is also actively involved in private equity and angel investing. His research and commentary on current topics have been published in business media outlets such as the Wall Street Journal, Financial Times, New York Times , NPR , USN&WR, LA Times , and the Detroit Free Press. He also teaches (or has taught) in a variety of custom programs for Ross Executive Education for companies such as Medtronic, Huron Capital, ICBC, Saudi Telecom, Spectrum Health, McGraw-Hill, the Riverside Company, Mahindra, TATA and the GS Group.",https://michiganross.umich.edu/faculty-research/faculty/puneet-manchanda
Scott Masten,Professor of Business Economics and Public Policy,"Biography Professor Masten's research focuses on issues at the intersection of law, economics, and organization. He has published numerous articles relating to contracting, vertical integration, and antitrust, and his work has made him a leading scholar in the area of transaction cost economics.",https://michiganross.umich.edu/faculty-research/faculty/scott-masten
Dave Mayer,John H. Mitchell Professor in Business Ethics | Professor of Management and Organizations | Chair of Management & Organizations,"Biography Dave Mayer, Ph.D. is the John H. Mitchell Professor of Business Ethics and Chair of the Management and Organizations Area at the Ross School of Business at the University Michigan. An award-winning researcher and highly rated and sought after teacher and speaker, he is an expert on helping people and organizations lead ethically, inclusively, and positively. Dave earned his BA in psychology from the University of California, Davis and Ph.D. in organizational psychology from the University of Maryland in 2004. He has published over 60 articles and book chapters including over 30 articles in leading refereed management and psychology journals such as Academy of Management Journal, Journal of Applied Psychology, Organizational Behavior and Human Decision Processes, and Personnel Psychology. He has been awarded multiple career awards such as the Early Career Award from the International Society for Justice Research and the Cummings Scholarly Achievement Award from the Organizational Behavior (OB) Division of the Academy of Management. He is also a Fellow of the Association for Psychological Science, American Psychological Association, and the Society for Industrial and Organizational Psychology. And, he was honored with the Executive Education Teaching Impact Award at Michigan Ross. Dave has presented his research over 200 time including at over 30 universities and at many of the top business schools around the world, including Stanford University (Graduate School of Business), University of Pennsylvania (Wharton), Cornell University (Johnson), London Business School, New York University (Stern), Duke University (Fuqua), University of California, Berkeley (Haas), University of California, Los Angeles (Anderson), University of Virginia (Darden), University of North Carolina (Kenan-Flagler), University of Texas (McCombs), Vanderbilt University (Owen), Washington University (Olin), University of Toronto (Rotman), and Hong Kong University of Science and Technology. He is a regular contributor to the Harvard Business Review and Fast Company, and his research and ideas have been covered in Bloomberg, Business Insider, CNBC, Forbes, Fortune, Huffington Post, HR Magazine, LinkedIn, Los Angeles Times, Newsweek, NPR, Psychology Today, Slate, The Atlantic, The Wall Street Journal, and The Washington Post. He has worked with leaders in dozens of organizations around the globe to improve their leadership skills and to help them develop more positive work cultures. He regularly gives keynote addresses and conducts workshops in for-profit and not-for-profit organizations.",https://michiganross.umich.edu/faculty-research/faculty/dave-mayer
Mihir Mehta,"Coopers & Lybrand, Norman E. Auerbach Assistant Professor of Accounting",Biography I am visiting Chicago Booth. Please see my personal website: www.mihirnmehta.com,https://michiganross.umich.edu/faculty-research/faculty/mihir-mehta
Nigel Melville,Associate Professor of Technology and Operations,"Biography Nigel Patrick Melville is a sociotechnical scientist at the University of Michigan. His primary scientific contributions are in the information systems field of technology-enabled change, seeking to explain how organizations employ digital technologies to enhance operations and achieve strategic objectives. Professor Melville's expertise includes digital transformation and innovation, AI capabilities and risk, and energy informatics. He has published more than 50 peer-reviewed journal and conference articles with more than 11,000 citations. Prior to academia, Professor Melville worked as product engineer and co-founded a CRM software company. He has lived in England, Japan, Bolivia, India, and the U.S., earned degrees in electrical and computer engineering and information systems, and has partnered with Google, Amazon, Riot Games, Microsoft, Bouygues Immobilier, Indeed, and others.",https://michiganross.umich.edu/faculty-research/faculty/nigel-melville
David Mendez,Associate Professor of Technology and Operations,,https://michiganross.umich.edu/faculty-research/faculty/david-mendez
Rashmi Menon,Lecturer of Entrepreneurial Studies,,https://michiganross.umich.edu/faculty-research/faculty/rashmi-menon
Michael Metzger,Adjunct Assistant Professor of Marketing,"Biography Professor Metzger serves as a Lecturer on the faculty of the University of Michigan Ross School of Business in the Department of Marketing, where he has taught graduate-level courses in Marketing Management, International Marketing, Strategic Marketing for Product and Brand Managers, and International Multidisciplinary Consulting Projects throughout Latin America and the Caribbean.  Metzger is also a Faculty Associate with the University of Michigan Center for Latin American and Caribbean Studies.  Professor Metzger has served as the Academic Director for several international exchange programs for INCAE Business School with such institutions as the University of Michigan Ross School of Business, University of California Los Angeles Anderson School of Management, Pepperdine University Graziadio School of Business, and Cranfield School of Management in the United Kingdom. Michael has served on the faculty of the INCAE Business School in Costa Rica for nearly 20 years, where he has taught Marketing Management, Marketing Strategy, Marketing Research, Digital Marketing, and Services Marketing at the graduate level in both Spanish and English. Professor Metzger’s personal experiences in the business-to-business space include more than twenty years of teaching at the graduate level in business and economics programs at some of the top business schools in North and South America, supervising multidisciplinary action learning projects in industries that range from agribusiness, construction, financial services, software, sustainable energy, and tourism. During his MBA, Michael worked in a University/Industry/Government funded manufacturing center, and later on, in university corporate relations during his PhD, and later in University Research/Technology Transfer administration following his graduate studies.  Professor Metzger’s dissertation was on University Technology Transfer and Organized Research Units, resulting in spin-off startups in which the university would take an equity stake, or licensing of university technology to business partners.",https://michiganross.umich.edu/faculty-research/faculty/michael-metzger
Len Middleton,Lecturer of Strategy and Entrepreneurship,"Biography Teaching Professor Middleton's research focuses on corporate strategy, private equity, development and funding of high-tech startup companies.",https://michiganross.umich.edu/faculty-research/faculty/len-middleton
Clay Miller,Lecturer of Finance,"Biography Clay Miller has over 30 years of private equity and legal experience, identifying investment opportunities, successfully investing in a broad range of industries and companies throughout the United States and internationally, managing and driving significant growth in such portfolio businesses and structuring, executing and successfully exiting such investments through both public and private M&A and capital  market transactions. Mr. Miller co-founded and currently co-manages several investment funds, including E2SG Partners, a fund  focused on renewable energy infrastructure development projects and Stone Arch Capital, a highly successful Minneapolis based private equity firm focused on investing in privately held middle market  companies throughout the United States. As a co-founder and partner of Stone Arch Capital, Mr. Miller has been and remains involved in all aspects of Stone Arch Capital’s business, including the raising of all three Stone Arch Capital funds, the initiation and management of new investment opportunities and the oversight of portfolio company development. Mr. Miller continues to be involved in the active oversight and  management of Stone Arch Capital and serves on the board of directors of several Stone Arch Capital fund  portfolio companies. Prior to co-founding Stone Arch Capital, Mr. Miller was the Managing Partner of Minneapolis based Churchill Equity Partners (“CEP”), the private equity arm of Churchill Capital, Inc. While at CEP, Mr. Miller successfully invested in a broad range of industries in traditional leveraged buyout and platform buy and-build transactions in the middle market. Prior to joining CEP, Mr. Miller spent several years with SCF Partners, a Houston, Texas based private equity firm focused on the energy services market. While at SCF Partners, Mr. Miller participated in numerous transactions in the energy services industry throughout North America. Prior to his tenure at SCF Partners, Mr. Miller was a corporate M&A attorney with Shearman & Sterling, structuring, executing, and advising on a broad range of acquisitions, divestitures, and capital-raising transactions in New York and London. Mr. Miller is a graduate of the University of Michigan (B.A.), Northwestern University School of Law (J.D., cum laude), and Harvard University (M.B.A., with honors). Mr. Miller is licensed to practice law in  New York and is an adjunct professor at the University of Michigan’s Ross School of Business where he teaches classes on private equity.",https://michiganross.umich.edu/faculty-research/faculty/clay-miller
Greg Miller,Ernst & Young Professor of Accounting | Clyne Crawford Teaching Fellow | Faculty Director of Paton Accounting Center,"Biography Gregory S. Miller is a Professor at the Ross School of Business, University of Michigan. His research focuses on financial communication; that is, how information moves through financial markets. His investigations include studying managers’ attempts to communicate their view of the firm to stakeholders outside the firm as well as understanding how firm attributes and market structure impacts the effectiveness of managerial communication. Greg's research has been published in top peer reviewed journals such as The Accounting Review, The Journal of Accounting and Economics, and The Journal of Accounting Research. He has presented at over 70 academic institutions and conferences. His work has also been published in practitioner journals such as Harvard Business Review and Investor Relations Quarterly. He has been a key note speaker at numerous practitioner conferences in the US and Europe and was the focus of two CNBC Asia specials. Professor Miller has authored over twenty cases and sold over 100,000 copies. They have been taught at top global business schools including Michigan, Chicago, Harvard, Stanford, Wharton, INSEAD and the University of Peking. Greg has been quoted or cited in a numerous popular press publications including The Wall Street Journal, Financial Times, U.S. News and World Reports, Business Week, Fortune, the International Herald Tribune, CFO magazine, IR Magazine, The Detroit Free Press, The Washington Post, NPR Marketwatch and Morgunbladid. Greg has been an Editor at The Accounting Review and an Associate Editor (or on the Editorial Board) of The Journal of Accounting and Economics, and The Journal of Accounting Research among other journals. At Ross, Greg teaches in the MBA core, Executive Education, the Masters of Accounting, and Doctoral programs. He previously taught in the MBA, Doctoral and Executive Education programs at Harvard Business School. He has consulted or provided executive education to a wide range of firms from around the globe. Greg earned his PhD in 1998 at the University of Michigan. Prior to that, he earned a BS in Accounting at Miami University (Oxford, Ohio) and spent four years as an auditor in the Cincinnati office of Arthur Andersen where he earned his CPA.",https://michiganross.umich.edu/faculty-research/faculty/greg-miller
Sarah Miller,Associate Professor of Business Economics and Public Policy | Buzz and Judy Newton Faculty Fellow,"Biography Sarah Miller is an associate professor at the Ross School of Business at the University of Michigan. She received a Ph.D. in Economics from the University of Illinois at Urbana-Champaign in 2012. Dr. Miller's research interests are in health economics and, in particular, the short-term and long-term effects of public policies that expand health insurance coverage, and in the effects of income on health and well-being. In 2022, Dr. Miller was awarded the ASHEcon Medal, given by the American Society of Health Economists to an economist aged 40 or younger who has made the most significant contributions to the field of health economics. She is also a co-editor for the Journal of Public Economics. Her work has been published in the American Economic Review, the Quarterly Journal of Economics, the New England Journal of Medicine, American Economic Journal: Economic Policy, the Journal of Public Economics, and the Review of Economics and Statistics, among other journals, and has been cited in outlets such as the New York Times, Wall Street Journal, the Washington Post, and the Economic Report of the President.",https://michiganross.umich.edu/faculty-research/faculty/sarah-miller
Shane Miller,Assistant Professor of Finance,"Biography I study empirical asset pricing, macro-finance, econometrics, and delegated asset management. My research focuses on the term structure of equity risk premia, dynamic firm risk, and their implications for macroeconomic models and asset management. I teach courses in investments, financial management, and asset pricing, including FIN 855, FIN 300, and FIN 608.",https://michiganross.umich.edu/faculty-research/faculty/shane-miller
Susan Miller,Lecturer of Business Communications,,https://michiganross.umich.edu/faculty-research/faculty/susan-miller
Kaveri Misra,Lecturer of Technology and Operations,,https://michiganross.umich.edu/faculty-research/faculty/kaveri-misra
Mark Mizruchi,"Professor of Management and Organizations | Professor of Sociology, LSA","Biography Mark S. Mizruchi is the Robert Cooley Angell Collegiate Professor of Sociology and Professor of Management and Organizations at the University of Michigan.  He received his B.A. at Washington University (St. Louis) in 1975 and his Ph.D. at the State University of New York at Stony Brook in 1980.  After several years as a statistical consultant at the Albert Einstein College of Medicine, he became Assistant Professor of Sociology at Columbia University in 1987.  He was promoted to Associate Professor at Columbia in 1989 and moved to Michigan as Professor in 1991. Mizruchi's research has focused on the economic and political behavior of large American corporations using the methods of social network analysis.  He has also published articles on circadian rhythms of blood minerals in humans, substance abuse among psychiatric inpatients, and two (scholarly) papers on professional basketball teams.  His publications include four books and more than 100 articles and reviews.  His book, The Fracturing of the American Corporate Elite (Harvard University Press, 2013), received the George R. Terry Book Award from the Academy of Management and the Distinguished Contribution to Scholarship Award from the Political Sociology Section of the American Sociological Association.  He has received fellowships from the Center for Advanced Study in the Behavioral Sciences and the John Simon Guggenheim Memorial Foundation, a Presidential Young Investigator Award from the National Science Foundation, and three teaching awards from the University of Michigan.  His work has also been featured in numerous media outlets, including The New York Times , The Washington Post , The Economist , Fortune , Forbes , Bloomberg View, The Atlantic, and The New Yorker .",https://michiganross.umich.edu/faculty-research/faculty/mark-mizruchi
Ruslan Momot,Assistant Professor of Technology and Operations,,https://michiganross.umich.edu/faculty-research/faculty/ruslan-momot
Andrea Morrow,Lecturer of Business Communication | Director of Writing Programs,"Biography As Director of Writing Programs at the Ross School of Business, Andrea Morrow oversees the assessment of MBA written and spoken communication across several programs, supervises a staff of professional writing consultants, and works with other faculty to integrate writing standards and research into the curriculum.  She has been involved in the Writing Assessment Program at Ross since its inception, as an evaluator, consultant, and team leader.  She worked with the previous head of the Writing Program to develop a set of task-based assessment criteria and a portfolio assessment program for BBA students. A long-time member of the BCOM group at Ross, she has taught a variety of graduate and undergraduate courses, led workshops for undergraduate and graduate programs, and advised MAP teams in the FTMBA and PTMBA programs. Prior to joining the Ross faculty, Andrea served as Director of Operations for Non-Profit Enterprise at Work, an Ann Arbor non-profit corporation providing shared office space, collective purchasing, and managerial training to other non-profits.  Her role there included oversight of a commercial building with over 20 non-profit tenants, financial management, donor development, and event planning.  Andrea consults with non-profit and for-profit businesses on communication issues ranging from securing venture capital to designing promotional and internal documents.  She received her Master of Arts degree in English Language (Linguistics) from the University of Michigan and her Master of Divinity from Ecumenical Theological Seminary.  Her research interests include use of new technologies in writing instruction and business communication, as well as the impact of language on identity and community.",https://michiganross.umich.edu/faculty-research/faculty/andrea-morrow
John Morrow,Lecturer of Business Communications,,https://michiganross.umich.edu/faculty-research/faculty/john-morrow
Mohamed Mostagir,Associate Professor of Technology and Operations,,https://michiganross.umich.edu/faculty-research/faculty/mohamed-mostagir
Chris Mueller,Lecturer of Entrepreneurial Studies,,https://michiganross.umich.edu/faculty-research/faculty/chris-mueller
